# =================================================
# Errors
# =================================================

error                                  Fehler
spawnname_spawndarwinians              Darwinier-Brüter


# =================================================
# Building Names
# =================================================

buildingname_invalid                   Ungültig
buildingname_factory                   Fabrik
buildingname_cave                      Höhle
buildingname_radardish                 Radarschirm
buildingname_laserfence                Laserzaun
buildingname_controltower              Kontrollturm
buildingname_gunturret                 Kanonenturm
buildingname_bridge                    Brücke
buildingname_powerstation              Energiewerk
buildingname_tree                      Baum
buildingname_wall                      Wand
buildingname_trunkport                 TrunkPort
buildingname_researchitem              Forsch-Obj.
buildingname_library                   Bibliothek
buildingname_generator                 Generator
buildingname_pylon                     Pylon
buildingname_pylonstart                PylonStart
buildingname_pylonend                  PylonEnd
buildingname_solarpanel                SolarPaneel
buildingname_tracklink                 TrackLink
buildingname_trackjunction             TrackJunction
buildingname_trackstart                TrackStart
buildingname_trackend                  TrackEnd
buildingname_refinery                  Raffinerie
buildingname_mine                      Mine
buildingname_yard                      Hof
buildingname_displayscreen             Anzeigeschirm
buildingname_upgradeport               Aufrüst-Port
buildingname_primaryupgrade            Primär-Aufrüstung
buildingname_incubator                 Inkubator
buildingname_anthill                   Ameisenhügel
buildingname_safearea                  Schutzbereich
buildingname_triffid                   Triffid
buildingname_spiritreceiver            Seelenkollektor
buildingname_receiverlink              Kollektor-Link
buildingname_spiritspawner             Seelen-Brüter
buildingname_spiritprocessor           Seelen.-Vorber.
buildingname_spawnpoint                Brutpunkt
buildingname_spawnpopulationlock       Brut-Bev.-Sperre
buildingname_spawnpointmaster          Brutpunkt-Master
buildingname_spawnlink                 Brut-Link
buildingname_aitarget                  KI-Ziel
buildingname_aispawnpoint              KI-Brutpunkt
buildingname_blueprintstore            Blaupausenspeicher
buildingname_blueprintconsole          Blaupausenkonsole
buildingname_blueprintrelay            Blaupausen-Relay
buildingname_scripttrigger             Skript-Auslöser
buildingname_spam                      Spam
buildingname_goddish                   GodDish
buildingname_staticshape               Statische Form


# =================================================
# Bootloaders
# =================================================

bootloader_amiga                       .                               Darwinia  -  Final Release                    Cracked by                DMA Crew                Ich hab 38 Std. lang ohne Unterbruch an diesem Crack gearbeitet. Die Einführung hab ich ganz schnell geschrieben. Tut mir leid, dass sie nicht besser geworden ist, aber ich hatte nur 12 Min. Zeit. Hab den ganzen Tag nur Kaffee und Red Bull getrunken, und meine grauen Zellen tun mir weh. Grüße an Alistair, Chris, Jo, Johnny, Mark, Michael, Tom und alle Beta-Tester. Grüße auch an Jay Miner, der nicht mehr unter uns weilt, für die Erfindung des Amiga, und an alle Demo-Coder weltweit, die der Welt zeigen, wofür Computer gut sind.                Wir sehen uns alle wieder bei der nächsten tollen Release von der DMA Crew...

bootloader_credits_1                   Entwickelt von
bootloader_credits_2                   Chris Delay
bootloader_credits_3                   Andrew Bainbridge
bootloader_credits_4                   Produziert von
bootloader_credits_5                   Introversion Software
bootloader_credits_6                   Mark Morris
bootloader_credits_7                   Thomas Arundel
bootloader_credits_8                   Chris Delay
bootloader_credits_9                   John Knottenbelt
bootloader_credits_10                  Sound-Design und Prokuction
bootloader_credits_11                  Alistair Lindsay
bootloader_credits_12                  Michael Maidment
bootloader_credits_13                  Musik
bootloader_credits_14                  Trash80
bootloader_credits_15                  www.trash80.net
bootloader_credits_16                  Einf.-Titelmusik
bootloader_credits_17                  Mathieu Stempell
bootloader_credits_18                  (Dma-Sc)
bootloader_credits_19                  Weitere Musik
bootloader_credits_20                  Paul Slocum
bootloader_credits_21                  Mit:
bootloader_credits_22                  Peter Hutchison
bootloader_credits_23                  als Dr. Sepulveda
bootloader_credits_24                  und Maddie, die Katze
bootloader_credits_25                  als Stimme der Darwinianer
bootloader_credits_26                  Weitere Formen
bootloader_credits_27                  Michelle Jones
bootloader_credits_28                  Kelvin Liew
bootloader_credits_29                  Weiteres Grafikdesign
bootloader_credits_30                  Jo Stansfield
bootloader_credits_31                  Mac- und Linux-Ports
bootloader_credits_32                  John Knottenbelt
bootloader_credits_33                  Vertrieb in GB
bootloader_credits_34                  Pinnacle Software
bootloader_credits_35                  Mac Publisher
bootloader_credits_36                  Ambrosia Software
bootloader_credits_37                  Beta Testers
bootloader_credits_38                  DARWINIA
bootloader_credits_39                  Eine digitale Traumwelt
bootloader_credits_40                  von Introversion Software
bootloader_credits_41                  Zusätzliche Entwicklung
bootloader_credits_42                  Gary Chambers
bootloader_credits_43                  Stepan Hbrek
bootloader_credits_44                  James Lawton

bootloader_fodder_1                    Dieses Spiel wird in keiner Weise
bootloader_fodder_2                    genehmigt/befürwortet von
bootloader_fodder_3                    SENSIBLE SOFTWARE

bootloader_life                        GAME OF LIFE
bootloader_life_1                      Die komplexen Verhaltensmuster entspringen einem
bootloader_life_2                      sehr simplen Satz von Grundregeln, dem alle Darwinianer gehorchen.
bootloader_life_3                      Diese Regeln gründen auf dem bekannten 'Game Of Life' von John Conway.
bootloader_life_4                      - Drei Darwinianer gruppiert um eine leere Zelle gebären in dieser Zelle einen neuen Darwinianer
bootloader_life_5                      - Ein Darwinianer in einer Zelle mit 2 oder 3 Nachbarn fristet ein glückliches und geselliges Leben
bootloader_life_6                      - Ein Darwinianer in einer Zelle mit nur 1 oder keinem Nachbarn stirbt als einsame Seele
bootloader_life_7                      - Ein Darwinianer mit 4 oder mehr Nachbarn stirbt Hungers
bootloader_life_8                      - (hinzugefügt) Ein Darwinianer lebt max. 50 Jahre
bootloader_life_9                      Mit diesem einfachen System leben die Darwinianer viele glückliche Jahre.
bootloader_life_10                     Die letzte Regel (betr. ihr Alter) ist für Darwinia einmalig. Obwohl die Kolonie viele hundert
bootloader_life_11                     Jahre lang überleben kann, ist diese eine Regel das Verhängnis, das
bootloader_life_12                     schließlich unweigerlich zum Aussterben des Stamms führen wird.
bootloader_life_13                     Es waren sich alle am Darwinischen digitalen Lebensprojekt Beteiligten einig, dass die
bootloader_life_14                     Darwinianer lernen mussten, sich mit ihrer eigenen Sterblichkeit so schnell wie möglich abzufinden.
bootloader_life_15                     Drücken zum Regenerieren
bootloader_life_16a                    Musik von Paul Slocum
bootloader_life_16b                    (http://qotile.net/)
bootloader_life_17                     Alter der Kolonie (J.):
bootloader_life_18                     Für Hilfe "H" drücken

bootloader_raytrace_1                  Nur keine Panik, das Spiel beginnt gleich,
bootloader_raytrace_2                  doch bevor wir anfangen, hier ein kleiner
bootloader_raytrace_3                  Vorgeschmack, ein
bootloader_raytrace_4                  Software-Raytracer hehehe :)
bootloader_raytrace_5                  Introversion bedankt sich bei DMA_SC
bootloader_raytrace_6                  für die Genehmigung zur Verwendung
bootloader_raytrace_7                  dieser Melodie namens
bootloader_raytrace_8                  VISITORS FROM DREAMS
bootloader_raytrace_9                  Für Hilfe "H" drücken

bootloader_raytrace_10                 RAY-TRACER-HILFE
bootloader_raytrace_11                 Auflösung
bootloader_raytrace_12                 Abstrahlung
bootloader_raytrace_13                 Pixelwelle
bootloader_raytrace_14                 Bewegungs-Verwischer
bootloader_raytrace_15                 Pixel-Verwischer
bootloader_raytrace_16                 Helligkeit
bootloader_raytrace_17                 Stat. Kamera
bootloader_raytrace_18                 Kontr. Kamera
bootloader_raytrace_19                 Drehkamera
bootloader_raytrace_20                 Lichtquelle rotieren
bootloader_raytrace_21                 Kamera drehen
bootloader_raytrace_22                 Horiz. Kamerabewegung
bootloader_raytrace_23                 Vertik. Kamerabewegung

bootloader_soul_0                      Verstand
bootloader_soul_1                      Gefühl
bootloader_soul_2                      Urteilskraft
bootloader_soul_3                      Wahrnehmung
bootloader_soul_4                      Empfindung
bootloader_soul_5                      Intuition
bootloader_soul_6                      Extroversion
bootloader_soul_7                      Introversion
bootloader_soul_8                      INTROVERSION SOFTWARE
bootloader_soul_9                      Videogame-Design mit Seele



